enrollee_id,city,city_development_index,gender,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
29923,city_103,0.92,Female,Bachelor,STEM,13,0,Other,1,109
29993,city_75,0.939,Male,Bachelor,STEM,21,0,Other,1,56
30128,city_57,0.866,Male,Bachelor,STEM,21,0,Other,2,47
30238,city_103,0.92,Male,Bachelor,STEM,21,0,Other,5,226
30241,city_160,0.92,prefer not to say,Bachelor,STEM,21,0,Other,5,18
30290,city_90,0.698,Male,Bachelor,STEM,15,0,Other,2,102
30328,city_21,0.624,Male,Bachelor,STEM,14,0,Other,1,94
30356,city_46,0.762,Male,Bachelor,STEM,17,0,Other,2,17
30575,city_46,0.762,Male,Masters,STEM,11,0,Other,1,6
30591,city_160,0.92,Male,Masters,STEM,21,0,Other,1,152
30593,city_103,0.92,Male,Bachelor,Other,21,0,Other,1,182
30747,city_103,0.92,Male,Bachelor,Humanities,16,0,Other,1,32
30853,city_103,0.92,Male,Bachelor,STEM,16,0,Other,5,10
30909,city_16,0.91,Male,Bachelor,STEM,21,0,Other,5,146
30946,city_21,0.624,prefer not to say,Bachelor,STEM,21,0,Other,1,3
30971,city_103,0.92,Male,Masters,STEM,11,0,Other,1,62
31083,city_103,0.92,Male,Masters,STEM,21,0,Other,4,80
31107,city_103,0.92,Male,Not provided,Other,21,0,Other,5,150
31137,city_103,0.92,Male,Masters,STEM,21,0,Other,2,20
31221,city_103,0.92,Male,Masters,STEM,21,0,Other,2,92
31275,city_103,0.92,Male,Bachelor,STEM,16,0,Other,2,11
31398,city_103,0.92,Male,Bachelor,STEM,14,0,Other,4,52
31413,city_160,0.92,Male,Bachelor,STEM,21,0,Other,1,60
31426,city_103,0.92,Male,Bachelor,STEM,21,0,Other,5,34
31431,city_75,0.939,Male,Bachelor,STEM,21,0,Other,2,32
31540,city_103,0.92,Female,Bachelor,No Major,13,0,Other,1,87
31573,city_36,0.893,Male,Bachelor,STEM,21,0,Other,2,19
31611,city_103,0.92,Male,Masters,STEM,21,0,Other,5,44
31698,city_160,0.92,Male,Masters,STEM,21,0,Other,5,51
31792,city_103,0.92,Male,Bachelor,Arts,21,0,Other,5,206
31880,city_103,0.92,Male,Bachelor,STEM,19,0,Other,4,9
31904,city_103,0.92,Male,Bachelor,Arts,16,0,Other,5,39
31917,city_99,0.915,Female,Bachelor,STEM,21,0,Other,5,57
31932,city_83,0.923,Female,Bachelor,STEM,21,0,Other,2,56
32002,city_103,0.92,Male,Bachelor,Business Degree,13,0,Other,5,126
32018,city_103,0.92,Male,Bachelor,STEM,21,0,Public Sector,5,50
32028,city_103,0.92,Male,Bachelor,STEM,21,0,Public Sector,5,62
32031,city_103,0.92,Other,Bachelor,Other,21,0,Other,5,34
32068,city_126,0.479,prefer not to say,Primary School,Other,19,0,Pvt Ltd,0,62
32157,city_103,0.92,Male,Bachelor,STEM,18,0,Other,0,116
32293,city_16,0.91,Male,Masters,STEM,21,0,Other,1,14
32362,city_67,0.855,Male,Masters,STEM,21,0,Other,3,32
32442,city_103,0.92,Male,Bachelor,STEM,21,0,Other,1,19
32485,city_103,0.92,Female,Bachelor,STEM,18,0,Other,1,12
32562,city_126,0.479,prefer not to say,Not provided,Other,18,0,Other,0,61
32602,city_103,0.92,Male,Masters,Business Degree,21,0,Other,1,150
32627,city_103,0.92,Male,Masters,STEM,21,0,Other,1,86
32684,city_91,0.691,Male,Bachelor,Humanities,11,0,Other,1,20
32784,city_114,0.926,Male,Masters,Humanities,21,0,Other,5,17
32877,city_103,0.92,Male,Bachelor,STEM,21,0,Other,5,40
33057,city_103,0.92,Male,Bachelor,STEM,21,0,Other,5,29
33195,city_103,0.92,Male,Bachelor,STEM,21,0,Other,5,14
33212,city_103,0.92,Male,Masters,STEM,21,0,Other,5,161
33360,city_103,0.92,Male,Masters,STEM,17,0,Other,5,65
33367,city_103,0.92,Male,Bachelor,STEM,21,0,Other,5,220
